7/5/2022,19:27:16,645.7,24.9,50.0
7/5/2022,19:27:19,891.7,23.8,54.0
7/5/2022,19:27:22,891.7,23.8,63.0
7/5/2022,19:27:25,891.7,23.8,64.0
7/5/2022,19:27:28,885.4,23.8,64.0
7/5/2022,19:27:31,885.4,23.8,64.0
7/5/2022,19:27:34,885.4,23.8,64.0
7/5/2022,19:27:37,885.4,23.8,64.0
7/5/2022,19:27:40,885.4,23.8,64.0
7/5/2022,19:27:43,885.4,23.8,64.0
7/5/2022,19:27:46,885.4,23.8,64.0
7/5/2022,19:27:49,885.4,23.8,64.0
7/5/2022,19:27:52,885.4,23.8,64.0
7/5/2022,19:27:55,885.4,23.8,64.0
7/5/2022,19:27:58,885.4,23.7,64.0
7/5/2022,19:28:01,885.4,23.7,64.0
7/5/2022,19:28:04,885.4,23.7,64.0
7/5/2022,19:28:07,885.4,23.7,64.0
7/5/2022,19:28:10,885.4,23.7,64.0
7/5/2022,19:28:13,885.4,23.7,64.0
