7/5/2022,17:03:35,1072.8,24.4,61.0
7/5/2022,17:03:38,1310.1,24.4,61.0
7/5/2022,17:03:41,1357.3,24.3,69.0
7/5/2022,17:03:44,1396.3,24.4,69.0
7/5/2022,17:03:47,745.1,24.4,69.0
7/5/2022,17:03:50,1338.2,24.4,69.0
7/5/2022,17:03:53,1386.5,24.4,69.0
7/5/2022,17:03:56,1426.2,24.4,69.0
7/5/2022,17:03:59,1446.4,24.4,69.0
7/5/2022,17:04:02,1456.6,24.4,69.0
7/5/2022,17:04:05,1477.3,24.4,69.0
7/5/2022,17:04:08,1487.7,24.4,69.0
7/5/2022,17:04:11,1487.7,24.4,69.0
7/5/2022,17:04:14,1487.7,24.4,69.0
7/5/2022,17:04:17,1477.3,24.4,69.0
7/5/2022,17:04:20,1477.3,24.4,69.0
7/5/2022,17:04:23,1477.3,24.4,69.0
7/5/2022,17:04:26,1477.3,24.4,69.0
7/5/2022,17:04:30,1477.3,24.4,69.0
7/5/2022,17:04:33,1466.9,24.4,69.0
